Date,Open,High,Low,Close,Adj Close,Volume
2019-05-09,158.860001,159.850006,157.169998,159.809998,157.621109,6813700
2019-05-10,158.860001,161.399994,157.270004,160.710007,158.508774,5192500
2019-05-13,157.190002,158.720001,156.419998,157.330002,155.175095,9730000
2019-05-14,158.100006,161.520004,157.940002,160.210007,158.015640,9756700
2019-05-15,159.320007,163.160004,159.100006,162.789993,160.560287,7547000
2019-05-16,163.449997,165.600006,162.860001,164.869995,162.861923,9745500
2019-05-17,163.289993,165.199997,163.199997,164.089996,162.091400,4582500
2019-05-20,163.350006,164.740005,162.330002,163.470001,161.478928,4747400
2019-05-21,164.580002,164.860001,163.190002,163.860001,161.864212,9095700
2019-05-22,163.600006,165.630005,163.449997,164.240005,162.239578,5416400
2019-05-23,163.500000,164.250000,160.820007,161.509995,159.542831,6138000
2019-05-24,162.750000,163.410004,161.720001,162.639999,160.659073,4105600
2019-05-28,163.399994,165.770004,163.330002,163.710007,161.716064,10202300
2019-05-29,163.300003,163.500000,161.479996,162.729996,160.747955,6456000
2019-05-30,162.800003,163.500000,161.940002,162.759995,160.777588,4750600
2019-05-31,160.910004,162.130005,160.559998,161.330002,159.365021,5079000
2019-06-03,161.539993,162.830002,156.750000,158.600006,156.668274,8034600
2019-06-04,160.289993,162.369995,158.649994,162.330002,160.352859,6684800
2019-06-05,163.500000,165.399994,162.690002,165.389999,163.375580,7769300
2019-06-06,165.880005,167.399994,164.940002,166.919998,164.886917,13738500
2019-06-07,168.000000,171.610001,167.800003,170.050003,167.978836,10528800
2019-06-10,171.839996,172.020004,170.509995,170.820007,168.739441,7565900
2019-06-11,171.949997,172.179993,168.419998,170.309998,168.235641,6082900
2019-06-12,170.380005,171.619995,169.699997,171.589996,169.500061,6772000
2019-06-13,172.139999,172.199997,168.720001,169.350006,167.287338,6901400
2019-06-14,169.770004,170.639999,168.839996,169.660004,167.593567,4999900
2019-06-17,169.729996,170.419998,169.029999,169.559998,167.494766,6410200
2019-06-18,170.649994,170.669998,167.550003,169.279999,167.218185,6969300
2019-06-19,169.389999,171.199997,169.210007,170.690002,168.611008,6323900
2019-06-20,172.509995,173.940002,171.750000,173.740005,171.623886,11474100
2019-06-21,173.270004,174.809998,173.160004,173.440002,171.327515,11728200
2019-06-24,174.600006,174.729996,172.720001,173.850006,171.732544,5554900
2019-06-25,174.809998,174.940002,170.589996,171.279999,169.193848,9899900
2019-06-26,171.389999,172.389999,170.820007,171.059998,168.976517,7129900
2019-06-27,172.119995,172.399994,170.320007,171.229996,169.144424,5873400
2019-06-28,171.960007,173.550003,170.520004,173.550003,171.436188,8442700
2019-07-01,175.330002,175.539993,172.740005,173.940002,171.821457,6103200
2019-07-02,174.100006,175.320007,173.300003,175.279999,173.145096,5238100
2019-07-03,176.000000,176.990005,175.720001,176.869995,174.715744,4066600
2019-07-05,175.860001,177.029999,174.509995,176.660004,174.508301,5840400
2019-07-08,176.300003,176.610001,175.399994,176.190002,174.044037,6720300
2019-07-09,175.429993,177.889999,175.300003,177.729996,175.565247,4894300
2019-07-10,178.580002,180.259995,178.580002,179.309998,177.126022,5110600
2019-07-11,180.119995,180.940002,179.460007,180.740005,178.538605,6986600
2019-07-12,181.350006,181.350006,178.919998,180.330002,178.133606,7196700
2019-07-15,180.559998,181.070007,179.940002,180.570007,178.370697,4490400
2019-07-16,180.369995,180.880005,178.729996,179.309998,177.126022,6800200
2019-07-17,179.559998,180.210007,179.009995,179.149994,176.967972,3994200
2019-07-18,178.630005,180.619995,178.580002,180.529999,178.331146,4736300
2019-07-19,181.839996,181.839996,179.139999,179.240005,177.056870,5327100
2019-07-22,179.639999,180.979996,179.139999,180.570007,178.370697,4862100
2019-07-23,180.889999,181.270004,179.059998,180.899994,178.696655,7193000
2019-07-24,180.789993,183.429993,179.250000,183.330002,181.097076,8169300
2019-07-25,183.869995,183.990005,181.300003,181.589996,179.378235,6085800
2019-07-26,182.410004,183.820007,182.210007,183.690002,181.452698,5056300
2019-07-29,183.889999,184.070007,182.729996,183.210007,180.978516,4621800
2019-07-30,182.539993,183.380005,181.270004,181.529999,179.318985,5236600
2019-07-31,181.789993,182.050003,176.059998,178.000000,175.831970,7981200
2019-08-01,179.190002,182.399994,178.169998,179.169998,176.987747,8417300
2019-08-02,178.000000,178.270004,174.690002,177.419998,175.259048,8264600
2019-08-05,172.009995,173.500000,166.979996,168.860001,166.803314,16858300
2019-08-06,171.789993,172.949997,170.130005,172.479996,170.379196,10281300
2019-08-07,171.500000,175.729996,170.339996,175.320007,173.184616,8292800
2019-08-08,177.460007,179.949997,176.570007,179.899994,177.708847,7602800
2019-08-09,179.669998,180.100006,177.850006,179.050003,176.869202,5373700
2019-08-12,177.440002,178.649994,175.600006,176.339996,174.192200,7394400
2019-08-13,174.389999,178.919998,174.210007,178.610001,176.434570,6667700
2019-08-14,176.240005,177.250000,173.160004,173.509995,171.396683,7293500
2019-08-15,174.259995,177.020004,173.520004,176.270004,174.374313,6698000
2019-08-16,178.000000,178.750000,177.199997,178.229996,176.313202,8312200
2019-08-19,180.419998,180.419998,178.119995,179.740005,177.806992,5285000
2019-08-20,179.429993,180.630005,178.490005,179.240005,177.312363,3793600
2019-08-21,180.690002,181.690002,180.240005,180.940002,178.994064,3695900
2019-08-22,181.949997,182.330002,178.610001,180.089996,178.153214,6659900
2019-08-23,179.550003,180.500000,174.240005,175.229996,173.345474,7051900
2019-08-26,176.410004,177.669998,175.350006,177.589996,175.680115,7754400
2019-08-27,178.320007,179.190002,176.940002,178.380005,176.461624,4022100
2019-08-28,176.990005,178.990005,176.029999,178.669998,176.748489,4401900
2019-08-29,180.399994,181.389999,179.309998,181.169998,179.221588,4679200
2019-08-30,181.990005,182.179993,179.669998,180.820007,178.875381,4061200
2019-09-03,180.520004,181.250000,179.100006,179.199997,177.272781,4644000
2019-09-04,180.899994,182.199997,180.050003,181.770004,179.815155,4154800
2019-09-05,183.729996,185.679993,183.380005,184.729996,182.743301,6386800
2019-09-06,184.740005,186.710007,184.550003,185.740005,183.742447,7990900
2019-09-09,186.919998,187.050003,179.509995,181.550003,179.597534,7290500
2019-09-10,179.410004,179.699997,173.809998,176.350006,174.453445,15255200
2019-09-11,177.399994,177.929993,174.449997,174.979996,173.098160,9113600
2019-09-12,176.850006,179.410004,176.679993,177.979996,176.065887,7748800
2019-09-13,178.649994,178.770004,176.020004,177.270004,175.363541,6103200
2019-09-16,176.169998,177.199997,175.509995,176.110001,174.216019,4253600
2019-09-17,176.830002,178.259995,175.039993,176.449997,174.552368,5924700
2019-09-18,177.089996,177.179993,172.830002,175.289993,173.404831,9542500
2019-09-19,176.199997,177.410004,175.610001,175.960007,174.067627,6964500
2019-09-20,177.399994,177.630005,173.949997,174.059998,172.188065,12820400
2019-09-23,172.899994,175.250000,172.789993,174.910004,173.028915,8803500
2019-09-24,176.110001,177.199997,173.399994,174.479996,172.603546,10039900
2019-09-25,173.800003,175.669998,172.389999,175.279999,173.394943,7797300
2019-09-26,175.649994,176.449997,174.610001,175.649994,173.760956,10419000
2019-09-27,176.699997,176.830002,172.360001,174.000000,172.128723,9212600
2019-09-30,174.169998,175.449997,172.009995,172.009995,170.160110,16464000
2019-10-01,173.020004,174.820007,172.820007,174.289993,172.415588,8146200
2019-10-02,172.639999,172.940002,168.589996,169.830002,168.003555,10596200
2019-10-03,169.910004,173.139999,168.630005,172.869995,171.010834,7242800
2019-10-04,174.679993,176.520004,174.440002,175.979996,174.087402,6027600
2019-10-07,174.660004,175.690002,173.800003,174.899994,173.019012,5248300
2019-10-08,173.570007,174.639999,171.880005,172.419998,170.565704,5336500
2019-10-09,174.110001,175.990005,173.639999,174.880005,172.999252,6277300
2019-10-10,173.889999,175.899994,173.589996,174.880005,172.999252,4762400
2019-10-11,176.869995,179.199997,176.850006,177.059998,175.155777,8754400
2019-10-14,177.380005,178.410004,177.110001,177.360001,175.452576,7240900
2019-10-15,178.130005,179.429993,177.550003,178.750000,176.827637,4400200
2019-10-16,177.919998,178.259995,176.270004,177.869995,175.957077,6509000
2019-10-17,178.889999,179.190002,177.500000,177.940002,176.026352,4887900
2019-10-18,177.899994,178.199997,174.550003,175.710007,173.820343,6311900
2019-10-21,176.000000,176.729996,174.610001,176.429993,174.532578,4898200
2019-10-22,177.000000,177.789993,170.779999,170.860001,169.022476,10094700
2019-10-23,170.990005,172.169998,170.179993,171.320007,169.477554,7122300
2019-10-24,173.419998,176.869995,173.399994,176.160004,174.265488,7872600
2019-10-25,174.929993,179.149994,173.500000,177.850006,175.937302,10130100
2019-10-28,178.929993,180.179993,178.350006,179.839996,177.905914,10086500
2019-10-29,179.800003,180.000000,177.369995,177.630005,175.719681,7572800
2019-10-30,177.789993,179.419998,176.389999,179.250000,177.322250,5374800
2019-10-31,179.250000,179.699997,178.009995,178.860001,176.936432,6830800
2019-11-01,180.130005,181.320007,179.559998,180.929993,178.984161,7000200
2019-11-04,182.080002,182.399994,178.809998,178.949997,177.025452,7154800
2019-11-05,179.070007,179.559998,175.179993,176.369995,174.473206,7447500
2019-11-06,176.369995,178.190002,176.139999,176.770004,174.868942,6992500
2019-11-07,177.350006,180.649994,176.850006,178.429993,176.511047,7227200
2019-11-08,178.380005,179.449997,177.800003,178.970001,177.045258,3894100
2019-11-11,178.500000,180.360001,178.199997,179.539993,177.609131,3617300
2019-11-12,179.940002,181.059998,178.880005,179.740005,177.806992,6118700
2019-11-13,179.399994,180.880005,177.899994,179.410004,177.480545,6138300
2019-11-14,179.000000,179.770004,178.059998,179.750000,178.114716,9811000
2019-11-15,180.029999,180.679993,179.080002,179.770004,178.134552,7808800
2019-11-18,179.570007,180.320007,178.979996,179.660004,178.025528,7173700
2019-11-19,180.389999,182.979996,180.199997,182.770004,181.107254,8549900
2019-11-20,182.309998,183.220001,180.350006,181.660004,180.007339,6040500
2019-11-21,181.169998,181.809998,179.320007,179.889999,178.253448,5112200
2019-11-22,180.130005,180.470001,178.350006,179.470001,177.837265,6865600
2019-11-25,180.399994,181.350006,180.110001,180.970001,179.323593,5457800
2019-11-26,181.460007,182.919998,181.210007,182.550003,180.889236,7079000
2019-11-27,183.000000,184.539993,182.259995,184.369995,182.692688,11452700
2019-11-29,183.929993,184.850006,183.360001,184.509995,182.831390,3139100
2019-12-02,184.240005,184.369995,179.869995,181.789993,180.136139,6883200
2019-12-03,179.899994,182.139999,179.660004,181.899994,180.245163,4543300
2019-12-04,182.660004,182.660004,180.470001,180.600006,178.956985,10650400
2019-12-05,181.250000,182.029999,180.070007,181.889999,180.235245,4638600
2019-12-06,182.740005,183.279999,181.339996,182.169998,180.512680,14526700
2019-12-09,181.899994,183.259995,181.300003,182.919998,181.255875,10233100
2019-12-10,182.550003,183.149994,181.899994,182.259995,180.601868,8625700
2019-12-11,183.070007,183.080002,181.190002,182.009995,180.354141,7138800
2019-12-12,181.660004,183.330002,180.830002,182.639999,180.978424,11192100
2019-12-13,182.500000,185.520004,182.039993,185.139999,183.455658,8558100
2019-12-16,186.330002,186.820007,185.770004,186.240005,184.545670,8249900
2019-12-17,186.500000,186.779999,184.100006,185.520004,183.832230,10208700
2019-12-18,185.520004,186.440002,184.899994,184.899994,183.217865,8968500
2019-12-19,184.500000,186.580002,184.500000,186.539993,184.842926,5854200
2019-12-20,187.600006,188.169998,186.300003,188.000000,186.289658,11259500
2019-12-23,188.149994,188.410004,187.000000,187.080002,185.378021,5831700
2019-12-24,187.100006,188.020004,186.910004,187.570007,185.863556,2420900
2019-12-26,187.889999,189.179993,187.699997,189.160004,187.439117,5237000
2019-12-27,189.740005,189.889999,188.470001,189.389999,187.666992,5448600
2019-12-30,189.309998,189.479996,187.119995,187.830002,186.121201,4833600
2019-12-31,187.059998,188.000000,186.539993,187.899994,186.190567,5273000
2020-01-02,189.000000,191.139999,188.720001,191.119995,189.381256,8733000
2020-01-03,188.410004,190.960007,187.919998,189.600006,187.875092,4899700
2020-01-06,188.000000,189.210007,187.160004,189.190002,187.468826,10109500
2020-01-07,189.589996,190.100006,188.600006,188.690002,186.973373,4392300
2020-01-08,189.490005,192.500000,188.800003,191.919998,190.173981,5712000
2020-01-09,193.000000,193.919998,192.520004,193.250000,191.491882,6748000
2020-01-10,193.500000,194.570007,193.110001,193.770004,192.007156,6586400
2020-01-13,194.440002,195.600006,194.279999,195.330002,193.552979,11290500
2020-01-14,196.740005,196.949997,195.139999,196.050003,194.266418,6236500
2020-01-15,197.000000,200.149994,196.320007,199.800003,197.982300,10831100
2020-01-16,201.000000,201.500000,199.779999,200.949997,199.121841,9983700
2020-01-17,201.759995,204.750000,199.979996,204.699997,202.837723,12518900
2020-01-21,204.130005,208.389999,203.800003,207.289993,205.404160,14861700
2020-01-22,207.509995,210.130005,207.289993,207.899994,206.008606,8065000
2020-01-23,207.899994,208.399994,205.300003,206.520004,204.641190,8520800
2020-01-24,207.419998,207.990005,204.210007,205.000000,203.134995,7812900
2020-01-27,200.000000,203.330002,199.100006,201.690002,199.855103,7198900
2020-01-28,202.389999,203.839996,201.779999,202.850006,201.004547,7215700
2020-01-29,204.300003,205.919998,202.509995,204.860001,202.996246,7041700
2020-01-30,204.000000,208.500000,203.320007,208.210007,206.315796,8571900
2020-01-31,201.490005,203.979996,198.259995,198.970001,197.159836,16699600
2020-02-03,199.940002,202.259995,199.850006,200.809998,198.983109,10885900
2020-02-04,203.500000,204.919998,202.229996,203.559998,201.708084,10205900
2020-02-05,205.500000,205.600006,199.949997,202.809998,200.964905,8672400
2020-02-06,203.050003,204.630005,202.479996,203.039993,201.192810,7001200
2020-02-07,201.979996,203.830002,201.089996,202.740005,200.895538,5691100
2020-02-10,201.970001,206.130005,201.860001,205.990005,204.115997,6239500
2020-02-11,207.500000,207.669998,203.639999,203.940002,202.084641,10231900
2020-02-12,205.000000,208.149994,205.000000,207.440002,205.552795,7355800
2020-02-13,206.619995,208.470001,206.050003,207.399994,205.810791,9495300
2020-02-14,208.289993,210.779999,208.009995,210.289993,208.678635,6548800
2020-02-18,210.000000,211.500000,209.360001,211.199997,209.581665,7651500
2020-02-19,212.520004,214.169998,211.720001,213.309998,211.675507,5927500
2020-02-20,212.130005,213.690002,208.279999,211.449997,209.829773,8531900
2020-02-21,209.899994,210.220001,207.419998,208.809998,207.209991,9231500
2020-02-24,197.889999,203.770004,194.009995,198.789993,197.266769,13316800
2020-02-25,198.789993,199.889999,187.720001,188.399994,186.956390,18539000
2020-02-26,190.000000,193.509995,187.029999,187.210007,185.775528,14214700
2020-02-27,182.119995,186.339996,180.000000,180.009995,178.630661,17536600
2020-02-28,173.789993,182.330002,172.979996,181.759995,180.367249,22659000
2020-03-02,186.320007,192.440002,183.100006,192.330002,190.856277,17434500
2020-03-03,193.199997,194.039993,184.500000,185.729996,184.306839,15226400
2020-03-04,190.360001,194.490005,186.169998,194.289993,192.801239,10789100
2020-03-05,191.240005,191.919998,185.639999,186.960007,185.527420,10106900
2020-03-06,183.539993,185.990005,179.979996,184.360001,182.947357,15183200
2020-03-09,171.210007,179.570007,168.309998,171.130005,169.818726,20486400
2020-03-10,179.470001,182.610001,171.880005,182.600006,181.200821,16119400
2020-03-11,177.649994,178.729996,170.199997,172.949997,171.624786,14598200
2020-03-12,158.500000,172.000000,156.990005,160.080002,158.853363,27467700
2020-03-13,168.720001,176.320007,162.210007,175.830002,174.482727,19948900
2020-03-16,151.139999,165.309998,147.979996,152.009995,150.845215,23692000
2020-03-17,155.750000,163.699997,149.250000,157.889999,156.680161,22298000
2020-03-18,148.460007,150.679993,139.800003,148.479996,147.342255,22787500
2020-03-19,146.919998,157.250000,141.470001,152.250000,151.083389,19362800
2020-03-20,154.820007,158.259995,145.669998,146.830002,145.704926,18692100
2020-03-23,141.330002,143.350006,133.929993,135.740005,134.699890,30344100
2020-03-24,144.839996,155.250000,143.580002,154.529999,153.345932,24488300
2020-03-25,159.320007,168.179993,153.580002,161.779999,160.540375,20619600
2020-03-26,162.080002,169.529999,161.789993,168.880005,167.585953,17062900
2020-03-27,161.080002,167.100006,158.149994,161.559998,160.322067,14950700
2020-03-30,161.039993,165.869995,160.690002,165.570007,164.301331,15714500
2020-03-31,166.429993,168.190002,160.539993,161.119995,159.885422,20613100
2020-04-01,156.320007,158.070007,151.419998,153.110001,151.936813,12595200
2020-04-02,152.529999,158.350006,151.289993,157.389999,156.183990,14051100
2020-04-03,155.559998,157.720001,150.600006,151.850006,150.686462,11994700
2020-04-06,160.020004,170.729996,158.250000,169.440002,168.141678,16479100
2020-04-07,177.759995,178.800003,168.100006,168.589996,167.298172,15379000
2020-04-08,171.009995,176.000000,167.929993,174.940002,173.599533,11146500
2020-04-09,176.270004,177.190002,172.850006,173.690002,172.359116,12231800
2020-04-13,172.259995,172.320007,166.149994,168.990005,167.695129,14043700
2020-04-14,173.089996,175.429993,170.830002,174.619995,173.281967,9980500
2020-04-15,168.699997,169.360001,164.949997,165.960007,164.688339,12118700
2020-04-16,167.110001,168.000000,159.800003,162.419998,161.175461,20308200
2020-04-17,169.649994,170.990005,164.949997,169.539993,168.240906,15375800
2020-04-20,167.330002,167.429993,163.199997,164.220001,162.961670,10505200
2020-04-21,162.000000,162.570007,159.149994,160.529999,159.299942,10562100
2020-04-22,164.660004,167.699997,162.919998,166.589996,165.313492,14502500
2020-04-23,167.880005,170.410004,166.210007,166.380005,165.105103,11411300
2020-04-24,168.440002,168.750000,164.009995,167.320007,166.037918,8391400
2020-04-27,168.649994,172.350006,168.550003,171.759995,170.443878,9903300
2020-04-28,175.000000,175.009995,170.380005,171.250000,169.937805,8614400
2020-04-29,176.850006,182.250000,176.100006,181.789993,180.397034,12862800
2020-04-30,181.779999,181.830002,177.660004,178.720001,177.350571,11331600
2020-05-01,174.449997,179.639999,174.270004,175.570007,174.224701,10109600
2020-05-04,172.949997,176.940002,171.720001,176.149994,174.800247,9386200
2020-05-05,179.089996,181.100006,178.259995,178.440002,177.072708,13513000
2020-05-06,179.720001,180.509995,177.880005,178.779999,177.410095,8540500
2020-05-07,181.750000,184.979996,181.710007,182.720001,181.319916,9262200
2020-05-08,185.029999,185.750000,183.619995,185.089996,183.671753,6470100
2020-05-11,183.869995,184.619995,181.429993,183.559998,182.153458,8683100
2020-05-12,183.559998,183.990005,179.369995,179.470001,178.094833,8219700
2020-05-13,178.500000,181.089996,175.039993,177.089996,176.027283,13377100
2020-05-14,175.940002,181.050003,173.820007,180.899994,179.814423,9695100
2020-05-15,179.979996,184.139999,178.869995,183.490005,182.388885,10785900
2020-05-18,188.000000,192.830002,187.470001,191.380005,190.231537,11802200
2020-05-19,191.139999,194.500000,189.229996,189.360001,188.223679,7446800
2020-05-20,193.000000,194.990005,192.410004,193.860001,192.696671,9545600
2020-05-21,193.500000,193.619995,190.020004,190.619995,189.476089,11338100
2020-05-22,191.000000,191.369995,189.229996,190.860001,189.714676,5807600
2020-05-26,195.800003,196.270004,192.759995,193.220001,192.060501,9662200
2020-05-27,194.309998,194.309998,188.520004,192.820007,191.662903,7650300
2020-05-28,193.539993,198.289993,192.710007,194.259995,193.094254,8352200
2020-05-29,194.500000,196.740005,193.279999,195.240005,194.068390,10211900
2020-06-01,194.710007,195.880005,193.520004,194.350006,193.183731,6011300
2020-06-02,195.940002,197.520004,194.919998,196.360001,195.181656,8462100
2020-06-03,198.000000,198.139999,195.570007,196.869995,195.688599,8879400
2020-06-04,195.979996,196.460007,193.119995,193.639999,192.477982,7829800
2020-06-05,196.199997,199.770004,195.479996,199.610001,198.412170,8561200
2020-06-08,199.580002,199.960007,197.130005,199.600006,198.402237,7628100
2020-06-09,198.360001,201.669998,198.240005,199.080002,197.885330,6892300
2020-06-10,199.899994,202.179993,198.949997,200.479996,199.276917,8405300
2020-06-11,195.139999,196.360001,188.750000,188.880005,187.746552,11974600
2020-06-12,194.210007,195.000000,187.850006,192.259995,191.106262,11706300
2020-06-15,187.000000,192.479996,186.210007,191.759995,190.609268,6752700
2020-06-16,196.860001,198.380005,191.800003,192.880005,191.722534,11057200
2020-06-17,193.660004,195.369995,193.059998,193.559998,192.398453,5968900
2020-06-18,192.600006,194.250000,192.110001,193.910004,192.746368,5803200
2020-06-19,196.889999,197.100006,191.369995,192.199997,191.046631,11483300
2020-06-22,191.990005,196.360001,191.289993,194.960007,193.790054,6674500
2020-06-23,196.250000,200.149994,195.820007,197.970001,196.782013,9866800
2020-06-24,197.020004,197.479996,190.690002,191.410004,190.261353,9453100
2020-06-25,191.100006,194.240005,189.899994,193.979996,192.815933,9936600
2020-06-26,193.100006,194.130005,189.080002,189.270004,188.134201,11836000
2020-06-29,189.910004,191.449997,187.300003,191.380005,190.231537,8020400
2020-06-30,191.490005,193.750000,190.160004,193.169998,192.010803,9040100
2020-07-01,193.850006,195.350006,192.660004,193.779999,192.617142,6394100
2020-07-02,196.000000,197.919998,195.000000,195.669998,194.495789,6299300
2020-07-06,198.729996,199.179993,195.679993,197.759995,196.573257,7292200
2020-07-07,196.809998,198.899994,193.809998,194.199997,193.034622,7660100
2020-07-08,195.080002,195.520004,193.119995,195.070007,193.899414,8368000
2020-07-09,195.000000,195.490005,189.949997,192.210007,191.056580,8548200
2020-07-10,191.649994,192.820007,189.440002,192.550003,191.394531,7674200
2020-07-13,193.610001,195.190002,188.699997,189.020004,187.885712,8564100
2020-07-14,189.500000,193.470001,187.179993,193.330002,192.169846,8003900
2020-07-15,195.229996,197.770004,194.500000,196.550003,195.370514,7681100
